# x, y
1.197167158126831055e+00 5.200363397598266602e-01
-2.930266261100769043e-01 5.697085261344909668e-01
-1.170996427536010742e+00 6.643181443214416504e-01
-4.309452772140502930e-01 5.779489874839782715e-01
-1.534294247627258301e+00 8.342553377151489258e-01
-3.333930373191833496e-01 5.719981193542480469e-01
1.446093559265136719e+00 5.151250958442687988e-01
6.892230510711669922e-01 5.320584774017333984e-01
-1.584719270467758179e-01 5.626778602600097656e-01
3.393806815147399902e-01 5.425652861595153809e-01
-1.598207831382751465e+00 9.081902503967285156e-01
-8.278817534446716309e-01 6.109172701835632324e-01
-3.031182885169982910e-01 5.702726840972900391e-01
1.409124881029129028e-01 5.496826171875000000e-01
-1.517441272735595703e-01 5.623491406440734863e-01
1.375485956668853760e-01 5.498123168945312500e-01
4.974826276302337646e-01 5.375394225120544434e-01
-2.022020965814590454e-01 5.648643970489501953e-01
-5.486806035041809082e-01 5.860336422920227051e-01
-1.450197577476501465e+00 7.695540189743041992e-01
7.430450320243835449e-01 5.306280851364135742e-01
-1.403103351593017578e+00 7.431050539016723633e-01
-1.016258478164672852e+00 6.353292465209960938e-01
-1.308915019035339355e+00 7.032979726791381836e-01
6.993147134780883789e-01 5.317867994308471680e-01
-9.523448944091796875e-01 6.260458827018737793e-01
1.543645620346069336e+00 5.133433938026428223e-01
1.207259058952331543e+00 5.198266506195068359e-01
-1.255093097686767578e+00 6.860105991363525391e-01
-2.089298814535140991e-01 5.652090311050415039e-01
1.298083424568176270e+00 5.179801583290100098e-01
-7.370573282241821289e-01 6.017116904258728027e-01
-1.006166815757751465e+00 6.337797045707702637e-01
-9.287977814674377441e-01 6.229157447814941406e-01
-4.914948940277099609e-01 5.819678902626037598e-01
-2.459324002265930176e-01 5.671447515487670898e-01
5.412127971649169922e-01 5.362350344657897949e-01
-1.453561425209045410e+00 7.716636657714843750e-01
5.647599101066589355e-01 5.355461239814758301e-01
5.210295915603637695e-01 5.368329882621765137e-01
4.032942056655883789e-01 5.404690504074096680e-01
-5.150420069694519043e-01 5.836094617843627930e-01
9.650603532791137695e-01 5.251445770263671875e-01
6.791315078735351562e-01 5.323318243026733398e-01
3.932026922702789307e-01 5.407940745353698730e-01
-1.154177069664001465e+00 6.605843305587768555e-01
-7.572405338287353516e-01 6.036462187767028809e-01
-3.098459243774414062e-01 5.706517696380615234e-01
-8.076985478401184082e-01 6.087579727172851562e-01
1.513371109962463379e+00 5.138881206512451172e-01
-1.197907328605651855e+00 6.706736683845520020e-01
-3.535762429237365723e-01 5.731793642044067383e-01
-3.132098317146301270e-01 5.708421468734741211e-01
-1.026350021362304688e+00 6.369130611419677734e-01
-1.117174506187438965e+00 6.529426574707031250e-01
1.405727028846740723e+00 5.158852338790893555e-01
7.497726678848266602e-01 5.304524898529052734e-01
1.291355609893798828e+00 5.181144475936889648e-01
-5.789554715156555176e-01 5.882986783981323242e-01
-1.544385790824890137e+00 8.441277742385864258e-01
1.072704195976257324e+00 5.227012634277343750e-01
-8.850675821304321289e-01 6.174525618553161621e-01
-1.160904765129089355e+00 6.620564460754394531e-01
-1.537658214569091797e+00 8.374836444854736328e-01
1.402363300323486328e+00 5.159491896629333496e-01
-3.872149586677551270e-01 5.752055048942565918e-01
1.980982124805450439e-01 5.475278496742248535e-01
-7.437850236892700195e-01 6.023498773574829102e-01
5.849431157112121582e-01 5.349630713462829590e-01
1.664744973182678223e+00 5.112309455871582031e-01
-1.561205148696899414e+00 8.619204163551330566e-01
-8.312456607818603516e-01 6.112843155860900879e-01
7.464087605476379395e-01 5.305401682853698730e-01
-1.456925153732299805e+00 7.738057374954223633e-01
2.922864854335784912e-01 5.441682934761047363e-01
4.907548427581787109e-01 5.377429723739624023e-01
1.489823937416076660e+00 5.143168568611145020e-01
1.240897655487060547e+00 5.191342234611511230e-01
-1.335825920104980469e+00 7.132495641708374023e-01
9.818795323371887207e-01 5.247538089752197266e-01
-1.150813102722167969e+00 6.598584651947021484e-01
1.224078297615051270e+00 5.194792151451110840e-01
-4.444006979465484619e-01 5.788183212280273438e-01
